,age_fighter1,reach_fighter1,height_fighter1,days_since_last_comp_fighter1,num_fights_fighter1,last_5_win_ratio_fighter1,L15_ER_average_fighter1,prev_elo_fighter1,prev_trueskill_fighter1,win/lose_streak_fighter1,finish_pcnt_fighter1,total_win/loss_ratio_fighter1,days_since_started_fighter1,sig_strikes_per_minute_fighter1,age_fighter2,reach_fighter2,height_fighter2,days_since_last_comp_fighter2,num_fights_fighter2,last_5_win_ratio_fighter2,L15_ER_average_fighter2,prev_elo_fighter2,prev_trueskill_fighter2,win/lose_streak_fighter2,finish_pcnt_fighter2,total_win/loss_ratio_fighter2,days_since_started_fighter2,sig_strikes_per_minute_fighter2,division_Catch Weight,division_Featherweight,division_Flyweight,division_Heavyweight,division_Light Heavyweight,division_Lightweight,division_Middleweight,division_Open Weight,division_Super Heavyweight,division_Welterweight,division_Women's Bantamweight,division_Women's Featherweight,division_Women's Flyweight,division_Women's Strawweight
3137,9863.0,73.0,73.0,70.0,8.0,0.8,0.41400000000000003,1416.5191459877956,38.24612916103575,2,0.8571428571428571,0.8571428571428571,931,0.3577343491222259,13831.0,75.0,73.0,168.0,6.0,1.0,0.36333333333333334,1433.4370772836594,41.00640285589349,5,0.8,1.0,1435,0.9944190766108574,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3433,9430.0,75.0,75.0,532.0,6.0,0.6,0.4999737878964292,1284.9107604646665,31.448305605240293,-1,1.0,0.6,1085,0.36548831635710005,10051.0,82.0,82.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,9833.0,68.0,66.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10593.0,70.0,70.0,329.0,3.0,0.888853,0.4999737878964292,1281.0787247040853,31.67848019117585,2,0.0,1.0,420,1.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5341,11461.0,76.0,74.0,139.0,5.0,0.7135,0.8586666666666667,1295.2548512353353,29.13659499912851,2,0.25,0.75,1085,1.0583827661567282,10860.0,70.0,70.0,168.0,6.0,0.6,0.65875,1284.647349730963,35.84999857880923,-1,0.2,0.6,791,0.26490806460627064,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4254,8178.0,70.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9099.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1512,9026.0,69.0,69.0,1085.0,3.0,0.513853,0.4999737878964292,1228.4913380586029,25.69243074475778,1,1.0,0.5,1085,1.254980079681275,12109.0,70.0,70.0,139.0,8.0,1.0,0.8985000000000001,1419.9399583211175,38.15700640790622,7,0.5714285714285714,1.0,1148,0.27813546227143965,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6620,11310.0,74.0,72.0,139.0,2.0,0.872435,0.986,1239.2657658983164,27.919784757504225,1,1.0,1.0,139,5.730337078651686,8922.0,74.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2706,8234.0,70.0,69.0,56.0,2.0,0.872435,1.0,1263.165485746296,29.205271266712927,1,1.0,1.0,56,4.444444444444445,9040.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,8632.0,78.0,75.0,126.0,3.0,0.513853,0.5569999999999999,1220.7013258807697,27.4270514150646,-1,0.5,0.5,224,1.9660620245757754,10107.0,82.0,82.0,56.0,2.0,0.872435,0.509,1273.212675362623,32.521609262528706,1,1.0,1.0,56,2.3195876288659796,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2826,9549.0,70.0,67.0,126.0,2.0,0.122435,0.3488,1178.6428601049938,22.77354371555329,-1,1.0,0.0,126,2.0,11294.0,68.0,68.0,126.0,6.0,0.6,0.7679999999999999,1282.675730403489,28.77639504443076,3,0.8,0.6,784,0.2606995437757984,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261,10271.75857400722,67.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9835.0,70.0,72.0,56.0,2.0,0.872435,0.856,1252.2433821349655,29.205271266712927,1,0.0,1.0,56,1.8666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5611,8181.0,77.0,75.0,224.0,2.0,0.872435,0.83,1252.2433821349655,29.205271266712927,1,1.0,1.0,224,2.1818181818181817,8715.0,76.0,76.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3030,11134.0,74.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9479.0,71.0,71.0,195.0,3.0,0.513853,0.48700000000000004,1213.215660621808,26.446032863539543,-1,0.5,0.5,280,1.3059701492537314,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5090,12165.0,70.0,70.0,56.0,9.0,0.8,0.7214285714285714,1337.8120920126646,34.224931074750124,-1,0.5,0.875,1204,0.27902205505214567,10649.0,70.0,70.0,56.0,4.0,0.894355,0.6573333333333333,1317.3732852064136,33.36275582451859,3,0.3333333333333333,1.0,476,1.0177332305319968,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1876,11094.0,77.0,75.0,126.0,2.0,0.872435,0.254,1273.357309329173,31.995726318599772,1,1.0,1.0,126,0.6976744186046512,9654.0,74.0,75.0,126.0,9.0,0.8,0.8542857142857142,1459.4085666350295,35.82780623828909,3,0.625,0.75,1491,0.4856747257428906,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4397,9131.0,69.0,69.0,91.0,2.0,0.122435,0.512,1149.6393675630964,21.682265306396776,-1,0.0,0.0,91,0.37037037037037035,11385.0,68.0,68.0,91.0,7.0,0.6,0.6044999999999999,1210.2678443151428,26.231714633740637,-1,0.6666666666666666,0.5,875,0.2597402597402597,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1605,9923.0,70.0,70.0,567.0,2.0,0.872435,0.4999737878964292,1243.7224606759064,28.53737922854908,1,0.0,1.0,567,2.466666666666667,13126.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1708,9980.0,68.0,66.0,147.0,2.0,0.122435,0.3426666666666667,1163.7054394976717,22.22867959568065,-1,0.0,0.0,147,0.6734006734006733,9129.0,73.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4667,11608.0,76.0,74.0,147.0,6.0,0.8,0.788,1349.6075737721912,32.811751587675474,3,0.4,0.8,1232,0.7684663795958927,12844.0,74.0,74.0,532.0,2.0,0.872435,0.878,1248.8220427111407,28.450583518538146,1,1.0,1.0,532,1.9939577039274925,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6934,12789.0,68.0,68.0,371.0,5.0,0.526,0.136,1171.2439034864835,24.586522454403084,-2,0.5,0.5,805,0.6228813559322034,9069.0,74.0,72.0,147.0,2.0,0.122435,0.05533333333333334,1180.2257713618303,21.35980261437076,-1,1.0,0.0,147,0.6271777003484321,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4235,9432.0,72.0,69.0,286.0,2.0,0.872435,0.25,1269.688645883981,31.58691556574309,1,1.0,1.0,286,0.0,9793.0,70.0,67.0,217.0,6.0,0.8,0.6685000000000001,1354.274599753782,35.243724797843846,4,0.6,0.8,735,1.038130923517743,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1334,11260.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9926.0,70.0,72.0,91.0,3.0,0.888853,0.856,1295.6586974179795,31.67848019117585,2,0.5,1.0,147,0.9329758713136729,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6471,9745.0,74.0,75.0,91.0,10.0,0.8,0.8724999999999999,1488.860092718667,36.62712908128622,4,0.6666666666666666,0.7777777777777778,1582,0.4787914995305966,11225.0,74.0,72.0,91.0,2.0,0.872435,0.9066666666666666,1251.7623758659636,30.105999029450416,1,0.0,1.0,91,1.1333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2523,9208.0,69.0,69.0,182.0,4.0,0.644355,0.5146666666666667,1308.4369043670558,32.709646261530565,1,1.0,0.6666666666666666,1267,0.7703595011005135,10247.0,73.0,69.0,321.0,4.0,0.644355,0.75,1228.21524751857,27.155176150886184,-1,0.3333333333333333,0.6666666666666666,770,1.762545899632803,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5423,12058.0,74.0,74.0,252.0,3.0,0.138853,0.5453333333333333,1168.8180728769323,22.863518610788915,-2,1.0,0.0,406,0.8968609865470851,8758.0,78.0,75.0,126.0,4.0,0.644355,0.6966666666666667,1295.1178282932813,31.674888547472577,1,0.6666666666666666,0.6666666666666666,350,1.2753623188405798,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6689,8360.0,70.0,69.0,126.0,3.0,0.888853,0.744,1313.5261181831995,31.67848019117585,2,1.0,1.0,182,2.2222222222222223,9675.0,70.0,67.0,126.0,3.0,0.513853,0.4383333333333333,1249.07254619334,28.89520490545295,1,1.0,0.5,252,1.1196911196911197,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3547,11222.0,74.0,72.0,252.0,5.0,0.7135,0.565,1307.4397645180609,31.2848358343144,-1,0.75,0.75,1029,1.5439739413680782,10933.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2533,8198.0,79.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,12100.0,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5232,10045.0,73.0,73.0,182.0,9.0,0.6,0.4107692307692308,1382.4502340712631,37.30468916020432,-1,0.875,0.75,1113,0.37341299477221807,14013.0,75.0,73.0,182.0,7.0,1.0,0.5077499999999999,1464.077109200192,42.38334075140098,6,0.6666666666666666,1.0,1617,0.9755622626813358,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3491,9612.0,75.0,75.0,182.0,7.0,0.4,0.491,1211.6980851020433,29.409189583638877,-2,0.8333333333333334,0.5,1267,0.28583617747440276,8841.0,76.0,76.0,126.0,2.0,0.872435,0.9533333333333333,1265.1429848076211,30.69419883094817,1,1.0,1.0,126,2.635431918008785,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6299,11492.0,74.0,72.0,182.0,3.0,0.888853,0.9550000000000001,1256.8576945364862,30.65449293804725,2,0.5,1.0,321,1.9227608874281017,9331.0,72.0,69.0,252.0,2.0,0.872435,0.919,1252.2433821349655,29.205271266712927,1,0.0,1.0,252,3.9000000000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6226,8430.0,70.0,69.0,70.0,4.0,0.894355,0.8013333333333333,1363.6380942815126,34.2277128412856,3,1.0,1.0,252,1.6150081566068515,9898.0,70.0,67.0,105.0,7.0,1.0,0.730769230769231,1380.4165940116295,36.953857652531966,5,0.5,0.8333333333333334,840,0.7857651245551601,0,0,0,0,0,1,0,0,0,0,0,0,0,0
697,8974.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9174.0,74.0,72.0,105.0,3.0,0.513853,0.17550000000000002,1239.9346568380602,26.224407987034287,1,1.0,0.5,252,0.39634146341463417,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5767,10028.0,70.0,70.0,105.0,3.0,0.888853,0.78,1287.8095026048882,31.13379774577075,2,0.0,1.0,672,1.9454545454545455,12949.0,74.0,74.0,105.0,3.0,0.513853,0.5236,1214.3423546066165,25.691916696343423,-1,1.0,0.5,637,0.998719590268886,0,0,0,0,0,0,1,0,0,0,0,0,0,0
479,11316.0,74.0,69.0,391.0,3.0,0.513853,0.47879999999999995,1190.453497479384,24.254524840851165,-1,0.5,0.5,476,1.057142857142857,8911.0,76.0,76.0,70.0,3.0,0.888853,0.9704,1316.421784553319,34.13192949727622,2,1.0,1.0,196,1.7610062893081762,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6806,11112.0,70.0,70.0,252.0,7.0,0.4,0.6326666666666667,1228.1123271941071,33.370922177616755,-2,0.16666666666666666,0.5,1043,0.19763175450300202,9623.0,75.0,73.0,420.0,2.0,0.872435,0.84,1233.900585380365,34.2870776296082,1,0.0,1.0,420,0.4666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
907,12894.0,68.0,68.0,105.0,6.0,0.4,0.24533333333333332,1103.9629080102536,22.121776917033447,-3,0.4,0.4,910,0.44863167339614174,10271.75857400722,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3809,11049.0,68.0,68.0,1400.0,2.0,0.122435,0.4999737878964292,1145.5553893207875,21.682265306396776,-1,0.0,0.0,1400,0.22140221402214022,13231.0,69.0,69.0,105.0,2.0,0.122435,0.22000000000000003,1151.502192896466,21.514297815913707,-1,1.0,0.0,105,0.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,9325.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11713.0,76.0,74.0,105.0,7.0,0.8,0.7557142857142857,1370.9212418767156,33.75834012040038,4,0.3333333333333333,0.8333333333333334,1337,0.6805203045685279,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6626,8447.0,77.0,75.0,266.0,3.0,0.513853,0.2425,1187.1003973273446,24.96052457448341,-1,0.5,0.5,490,0.9836065573770493,10185.0,73.0,73.0,140.0,10.0,0.4,0.35759999999999986,1336.7116385501324,36.6656254358447,-2,0.7777777777777778,0.6666666666666666,1253,0.31658681859381066,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6616,8904.0,68.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10155.0,68.0,66.0,175.0,3.0,0.513853,0.5313333333333333,1188.9640749548298,26.217894234743003,1,0.0,0.5,322,0.4250559284116331,0,0,0,0,0,1,0,0,0,0,0,0,0,0
817,11360.0,77.0,75.0,266.0,3.0,0.513853,0.127,1241.9275832455355,29.558758789397093,-1,0.5,0.5,392,0.539568345323741,11362.0,74.0,72.0,140.0,6.0,0.8,0.446,1337.812468725377,32.36331653729489,1,0.8,0.8,1169,1.129251700680272,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3826,11435.0,69.0,69.0,175.0,2.0,0.872435,0.751,1279.5335113578465,31.769454069170013,1,1.0,1.0,175,1.5238095238095237,10456.0,67.0,66.0,392.0,2.0,0.872435,0.977,1251.8329883541585,28.31773469360323,1,1.0,1.0,392,1.2265758091993184,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3273,8338.0,79.0,75.0,140.0,2.0,0.872435,0.762,1257.5050086143312,29.205271266712927,1,1.0,1.0,140,2.769230769230769,9752.0,75.0,75.0,140.0,8.0,0.4,0.2475,1160.4192853563454,28.20627701690488,-3,0.7142857142857143,0.42857142857142855,1407,0.22834476843910806,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6374,9707.0,67.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10387.0,73.0,69.0,140.0,5.0,0.7135,0.8206666666666665,1307.1412856752456,31.24133725191273,1,0.5,0.75,910,1.2868632707774799,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1731,11632.0,74.0,72.0,140.0,4.0,0.894355,0.9142857142857144,1289.4533058104396,33.31790485561356,3,0.3333333333333333,1.0,461,2.091254752851711,12431.0,70.0,70.0,266.0,10.0,0.8,0.7248888888888889,1384.2462013646514,35.631627311116816,1,0.5555555555555556,0.8888888888888888,1470,0.24569473270881248,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1636,8898.0,78.0,75.0,140.0,5.0,0.7135,0.704,1329.518217133245,32.687267119000886,2,0.75,0.75,490,0.983024082116068,14153.0,75.0,73.0,140.0,8.0,1.0,0.6385454545454544,1506.1010847213226,43.26559487792742,7,0.7142857142857143,1.0,1757,0.8087615838247683,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2445,7822.0,69.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,7356.0,74.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2475,9444.0,69.0,69.0,119.0,2.0,0.122435,0.25933333333333336,1181.8535054555052,22.668682450235128,-1,1.0,0.0,119,1.7333333333333332,9520.0,72.0,69.0,189.0,3.0,0.513853,0.4516,1216.7903708610122,25.925139243689017,-1,0.5,0.5,441,2.0285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7027,8436.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10582.0,71.0,71.0,371.0,2.0,0.122435,0.144,1147.7566178650345,20.794728733287084,-1,1.0,0.0,371,0.13333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
541,9864.0,70.0,67.0,189.0,4.0,0.394355,0.38771428571428573,1198.9605700950272,26.80102007501824,-1,0.6666666666666666,0.3333333333333333,441,0.7361963190184049,9353.0,73.0,69.0,224.0,2.0,0.122435,0.27999999999999997,1174.741364542842,19.77209881095854,-1,1.0,0.0,224,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5108,9093.0,72.0,72.0,119.0,2.0,0.872435,0.519,1257.4085256023477,30.09232212867616,1,1.0,1.0,119,0.7125890736342042,11442.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4111,8549.0,70.0,69.0,119.0,5.0,0.7135,0.6427499999999999,1342.3859111763877,32.084674917569366,-1,1.0,0.75,371,1.539424280350438,11663.0,66.0,66.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
714,9030.0,76.0,76.0,119.0,4.0,0.894355,0.9695,1352.9384631906091,35.12319168555529,3,1.0,1.0,315,1.5026833631484795,11753.0,71.0,71.0,903.0,6.0,0.6,0.4999737878964292,1232.6515616699717,31.24063593182525,-1,0.2,0.6,1519,0.5118800829213841,0,0,0,1,0,0,0,0,0,0,0,0,0,0
719,11681.0,74.0,72.0,49.0,5.0,0.901,0.92275,1370.1418799421403,36.86341442121356,4,0.5,1.0,510,1.4761544284632855,13068.0,74.0,74.0,119.0,4.0,0.644355,0.5571428571428572,1275.8000348927842,29.74809784223645,1,1.0,0.6666666666666666,756,0.6694293911380299,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2470,11151.0,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9396.0,73.0,69.0,43.0,3.0,0.138853,0.2916666666666667,1141.9228988707978,17.80665500132424,-2,1.0,0.0,267,0.4888888888888888,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1297,11875.0,76.0,74.0,162.0,8.0,1.0,0.7512,1387.4192364212104,34.296916259291564,5,0.2857142857142857,0.8571428571428571,1499,0.6647517439474764,9213.0,74.0,72.0,1345.0,7.0,0.8,0.4999737878964292,1373.8754497460516,34.19512268257975,2,0.8333333333333334,0.8333333333333334,1961,1.116086806751636,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1602,7399.0,74.0,71.0,43.0,2.0,0.872435,0.7313333333333333,1235.661656266226,29.205271266712927,1,0.0,1.0,43,4.266666666666667,10625.0,71.0,71.0,43.0,3.0,0.138853,0.144,1147.7566178650345,20.794728733287084,-2,1.0,0.0,414,0.06568144499178982,0,0,0,0,0,0,0,0,0,1,0,0,0,0
424,9025.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11411.0,72.0,72.0,1791.0,3.0,0.513853,0.4999737878964292,1210.048925176505,25.69243074475778,1,0.5,0.5,1791,1.3274336283185841,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1086,8479.0,70.0,70.0,43.0,2.0,0.122435,0.4999737878964292,1200.0,25.0,-1,1.0,0.0,43,22.22222222222222,8853.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1730,11487.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10363.0,68.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
457,9461.0,69.0,69.0,253.0,5.0,0.526,0.36639999999999995,1229.51086621038,29.49847114945172,-1,0.75,0.5,1520,0.4591520165460186,10500.0,73.0,69.0,113.0,6.0,0.8,0.8797142857142857,1347.758313549088,32.28398377384888,2,0.6,0.8,1023,1.1183597390493942,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6946,8893.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9678.0,67.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1635,13077.0,68.0,68.0,183.0,7.0,0.4,0.24533333333333332,1169.3352843036268,24.0068235652754,1,0.5,0.5,1093,0.3389455028799291,12716.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1210,8451.0,79.0,75.0,113.0,3.0,0.888853,0.655,1301.5228366132942,32.98675640958343,2,1.0,1.0,253,2.3863636363636362,13029.0,71.0,71.0,659.0,4.0,0.644355,0.642,1241.6421552402146,28.42285127395184,2,0.3333333333333333,0.6666666666666666,855,1.1830261465923704,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620,11473.0,77.0,75.0,113.0,4.0,0.394355,0.10866666666666668,1201.460651574174,27.52313910289752,-2,0.3333333333333333,0.3333333333333333,505,0.5065666041275798,9806.0,75.0,73.0,183.0,3.0,0.513853,0.5019999999999999,1179.9533439390214,30.78730586016856,-1,0.5,0.5,603,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4053,9265.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8544.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5051,12094.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11475.0,74.0,72.0,113.0,7.0,0.8,0.5424,1371.905200396738,33.87033992966049,2,0.8333333333333334,0.8333333333333334,1282,0.9189925119128659,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3663,10004.0,70.0,67.0,140.0,5.0,0.526,0.48039999999999994,1231.7790357670713,27.954690826624027,1,0.5,0.5,581,0.6375931548440519,9495.0,69.0,69.0,364.0,3.0,0.513853,0.6345,1203.687988296065,27.252484603161125,1,0.0,0.5,455,2.107843137254902,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2482,9442.0,82.0,82.0,679.0,2.0,0.122435,0.4999737878964292,1149.4216309475194,20.794728733287084,-1,0.0,0.0,679,1.0452961672473866,10374.0,73.0,73.0,189.0,11.0,0.6,0.3412,1363.8735545918028,36.89155691299762,1,0.8,0.7,1442,0.2969755385937948,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4437,8576.0,70.0,70.0,97.0,3.0,0.513853,0.916,1252.2433821349655,29.205271266712927,1,0.5,0.5,140,2.2641509433962264,10645.0,67.0,66.0,189.0,3.0,0.888853,0.9736,1308.464411638965,32.85633806467795,2,0.5,1.0,581,0.9546769527483125,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6191,14342.0,75.0,73.0,189.0,9.0,0.8,0.6075384615384615,1413.105622368246,40.53610032176975,-1,0.625,0.875,1946,0.6406500992157234,9170.0,76.0,76.0,140.0,5.0,0.901,0.9694,1389.8105549196584,36.89442121689614,4,1.0,1.0,455,1.0929472209248015,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4895,8689.0,70.0,69.0,140.0,6.0,0.8,0.6841999999999999,1377.4644165636469,33.12246163220108,1,1.0,0.8,511,1.2806491444699242,10344.0,68.0,66.0,189.0,4.0,0.644355,0.5714285714285714,1243.1381099759733,28.70791757138804,2,0.3333333333333333,0.6666666666666666,511,0.27090948183186414,0,0,0,0,0,1,0,0,0,0,0,0,0,0
948,10287.0,70.0,70.0,259.0,4.0,0.644355,0.6597142857142858,1224.2087723187203,26.6360333169347,-1,0.0,0.6666666666666666,931,1.201191264063534,9660.0,72.0,69.0,140.0,4.0,0.644355,0.5016666666666666,1263.0631529593295,28.094448289882937,1,0.6666666666666666,0.6666666666666666,581,1.3019317279703624,0,0,0,0,0,0,1,0,0,0,0,0,0,0
