,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
5,3,Phil Baroni,0,3 of 14,21%,14 of 28,2 of 3,66%,0,0,3:00,3 of 14,3 of 14,0 of 0,0 of 0,3 of 13,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/987b6b4f7825e40e
0,1,Andrei Arlovski,1,5 of 10,50%,5 of 10,0 of 0,---,2,0,0:08,5 of 10,1 of 6,0 of 0,4 of 4,5 of 6,0 of 0,0 of 4,http://www.ufcstats.com/fight-details/dae856cb00cf5163
1,1,Tim Sylvia,0,2 of 4,50%,2 of 4,0 of 0,---,0,0,0:00,2 of 4,1 of 3,0 of 0,1 of 1,2 of 4,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/dae856cb00cf5163
0,1,Evan Tanner,0,19 of 28,67%,62 of 77,0 of 0,---,0,0,3:09,19 of 28,18 of 27,1 of 1,0 of 0,0 of 0,1 of 1,18 of 27,http://www.ufcstats.com/fight-details/7cfc8649d07b704c
1,1,David Terrell,0,4 of 9,44%,4 of 11,2 of 2,100%,1,0,0:21,4 of 9,3 of 7,0 of 0,1 of 2,1 of 4,3 of 5,0 of 0,http://www.ufcstats.com/fight-details/7cfc8649d07b704c
0,1,Paul Buentello,1,22 of 50,44%,24 of 52,0 of 0,---,0,0,0:03,22 of 50,12 of 38,3 of 3,7 of 9,18 of 45,3 of 4,1 of 1,http://www.ufcstats.com/fight-details/c91ef06766009965
1,1,Justin Eilers,0,7 of 28,25%,15 of 37,0 of 0,---,0,0,1:18,7 of 28,3 of 19,0 of 3,4 of 6,1 of 21,6 of 7,0 of 0,http://www.ufcstats.com/fight-details/c91ef06766009965
0,1,Mike Kyle,1,10 of 15,66%,30 of 39,1 of 1,100%,0,0,1:23,10 of 15,7 of 12,3 of 3,0 of 0,5 of 8,2 of 3,3 of 4,http://www.ufcstats.com/fight-details/48189cad0c11ff63
1,1,James Irvin,0,3 of 6,50%,3 of 6,0 of 0,---,0,0,0:06,3 of 6,1 of 4,1 of 1,1 of 1,2 of 5,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/48189cad0c11ff63
0,1,David Loiseau,2,17 of 34,50%,25 of 43,0 of 0,---,1,0,2:39,17 of 34,16 of 31,1 of 2,0 of 1,2 of 11,3 of 3,12 of 20,http://www.ufcstats.com/fight-details/e30780438191654f
1,1,Gideon Ray,0,11 of 23,47%,12 of 24,1 of 1,100%,0,0,0:35,11 of 23,2 of 12,4 of 5,5 of 6,4 of 16,6 of 6,1 of 1,http://www.ufcstats.com/fight-details/e30780438191654f
0,1,Karo Parisyan,0,11 of 18,61%,24 of 31,1 of 2,50%,2,0,4:24,11 of 18,11 of 18,0 of 0,0 of 0,0 of 1,1 of 1,10 of 16,http://www.ufcstats.com/fight-details/45a52e065b73ecba
1,1,Chris Lytle,0,4 of 5,80%,32 of 33,0 of 0,---,2,0,0:00,4 of 5,2 of 3,2 of 2,0 of 0,0 of 1,3 of 3,1 of 1,http://www.ufcstats.com/fight-details/45a52e065b73ecba
2,2,Karo Parisyan,0,8 of 19,42%,20 of 33,4 of 5,80%,0,0,3:49,8 of 19,8 of 19,0 of 0,0 of 0,0 of 2,0 of 0,8 of 17,http://www.ufcstats.com/fight-details/45a52e065b73ecba
3,2,Chris Lytle,0,3 of 8,37%,19 of 24,0 of 0,---,0,1,0:29,3 of 8,2 of 7,1 of 1,0 of 0,1 of 6,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/45a52e065b73ecba
4,3,Karo Parisyan,0,10 of 29,34%,37 of 60,2 of 2,100%,0,0,4:40,10 of 29,10 of 29,0 of 0,0 of 0,0 of 2,0 of 0,10 of 27,http://www.ufcstats.com/fight-details/45a52e065b73ecba
5,3,Chris Lytle,0,0 of 3,0%,7 of 10,0 of 0,---,0,1,0:04,0 of 3,0 of 3,0 of 0,0 of 0,0 of 2,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/45a52e065b73ecba
0,1,Nick Diaz,0,13 of 28,46%,136 of 153,0 of 1,0%,1,0,2:26,13 of 28,10 of 24,2 of 3,1 of 1,2 of 4,3 of 4,8 of 20,http://www.ufcstats.com/fight-details/e8196de20c4a969a
1,1,Drew Fickett,0,3 of 8,37%,4 of 13,0 of 0,---,2,0,1:41,3 of 8,2 of 6,0 of 1,1 of 1,1 of 4,0 of 2,2 of 2,http://www.ufcstats.com/fight-details/e8196de20c4a969a
0,1,Tito Ortiz,0,17 of 23,73%,62 of 68,1 of 1,100%,0,0,4:30,17 of 23,16 of 22,1 of 1,0 of 0,1 of 3,0 of 0,16 of 20,http://www.ufcstats.com/fight-details/9422b3caf780a995
1,1,Patrick Cote,0,3 of 8,37%,9 of 14,0 of 0,---,0,0,0:00,3 of 8,3 of 8,0 of 0,0 of 0,1 of 5,1 of 1,1 of 2,http://www.ufcstats.com/fight-details/9422b3caf780a995
2,2,Tito Ortiz,0,18 of 36,50%,53 of 72,0 of 0,---,0,0,4:44,18 of 36,16 of 34,2 of 2,0 of 0,0 of 0,0 of 0,18 of 36,http://www.ufcstats.com/fight-details/9422b3caf780a995
3,2,Patrick Cote,0,2 of 3,66%,10 of 11,0 of 1,0%,0,0,0:00,2 of 3,2 of 3,0 of 0,0 of 0,1 of 2,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/9422b3caf780a995
4,3,Tito Ortiz,0,10 of 16,62%,51 of 62,1 of 2,50%,0,0,3:27,10 of 16,10 of 16,0 of 0,0 of 0,0 of 2,0 of 0,10 of 14,http://www.ufcstats.com/fight-details/9422b3caf780a995
5,3,Patrick Cote,0,6 of 16,37%,7 of 17,0 of 0,---,0,0,0:00,6 of 16,6 of 16,0 of 0,0 of 0,5 of 15,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/9422b3caf780a995
0,1,Rich Franklin,1,25 of 37,67%,45 of 57,1 of 1,100%,0,0,3:03,25 of 37,16 of 27,8 of 9,1 of 1,4 of 8,16 of 24,5 of 5,http://www.ufcstats.com/fight-details/b76a722dd429612e
1,1,Jorge Rivera,0,10 of 17,58%,19 of 26,0 of 0,---,0,0,0:12,10 of 17,2 of 8,8 of 9,0 of 0,3 of 8,7 of 9,0 of 0,http://www.ufcstats.com/fight-details/b76a722dd429612e
2,2,Rich Franklin,0,12 of 21,57%,33 of 42,1 of 1,100%,0,0,3:02,12 of 21,7 of 12,3 of 7,2 of 2,2 of 4,10 of 17,0 of 0,http://www.ufcstats.com/fight-details/b76a722dd429612e
3,2,Jorge Rivera,0,10 of 19,52%,26 of 36,0 of 1,0%,0,0,0:36,10 of 19,7 of 14,3 of 5,0 of 0,2 of 5,8 of 14,0 of 0,http://www.ufcstats.com/fight-details/b76a722dd429612e
4,3,Rich Franklin,0,4 of 15,26%,6 of 17,1 of 1,100%,1,0,3:30,4 of 15,4 of 12,0 of 3,0 of 0,0 of 2,0 of 4,4 of 9,http://www.ufcstats.com/fight-details/b76a722dd429612e
5,3,Jorge Rivera,0,2 of 5,40%,15 of 19,0 of 0,---,0,0,0:02,2 of 5,0 of 2,2 of 3,0 of 0,0 of 1,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/b76a722dd429612e
0,1,Matt Hughes,0,4 of 14,28%,8 of 21,2 of 7,28%,2,0,2:20,4 of 14,3 of 13,1 of 1,0 of 0,3 of 11,1 of 1,0 of 2,http://www.ufcstats.com/fight-details/6f21a27075f0695c
1,1,Georges St-Pierre,0,6 of 17,35%,12 of 24,1 of 1,100%,0,0,0:17,6 of 17,4 of 15,2 of 2,0 of 0,5 of 16,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/6f21a27075f0695c
0,1,Frank Trigg,0,15 of 34,44%,30 of 50,1 of 1,100%,0,0,3:29,15 of 34,10 of 26,4 of 7,1 of 1,0 of 6,8 of 14,7 of 14,http://www.ufcstats.com/fight-details/1a471a1bff47a960
1,1,Renato Verissimo,0,3 of 13,23%,9 of 19,0 of 5,0%,2,0,0:44,3 of 13,2 of 11,0 of 1,1 of 1,2 of 7,1 of 6,0 of 0,http://www.ufcstats.com/fight-details/1a471a1bff47a960
2,2,Frank Trigg,0,18 of 25,72%,35 of 43,0 of 0,---,0,0,1:32,18 of 25,16 of 22,2 of 3,0 of 0,5 of 10,1 of 2,12 of 13,http://www.ufcstats.com/fight-details/1a471a1bff47a960
3,2,Renato Verissimo,0,1 of 8,12%,1 of 8,0 of 3,0%,0,0,0:09,1 of 8,0 of 7,0 of 0,1 of 1,0 of 6,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/1a471a1bff47a960
0,1,Evan Tanner,0,6 of 17,35%,6 of 17,0 of 0,---,1,0,0:00,6 of 17,2 of 12,1 of 1,3 of 4,6 of 17,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/929fb67b49eaa405
1,1,Robbie Lawler,0,3 of 14,21%,4 of 15,1 of 1,100%,0,0,0:33,3 of 14,2 of 13,1 of 1,0 of 0,1 of 11,1 of 1,1 of 2,http://www.ufcstats.com/fight-details/929fb67b49eaa405
0,1,Ivan Salaverry,1,9 of 15,60%,20 of 29,0 of 2,0%,1,0,1:00,9 of 15,6 of 11,2 of 2,1 of 2,0 of 3,6 of 9,3 of 3,http://www.ufcstats.com/fight-details/0d15b14d1215c853
1,1,Tony Fryklund,0,4 of 6,66%,4 of 6,0 of 1,0%,0,0,0:02,4 of 6,1 of 2,1 of 1,2 of 3,1 of 2,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/0d15b14d1215c853
0,1,Travis Lutter,0,0 of 10,0%,0 of 10,0 of 1,0%,0,0,0:00,0 of 10,0 of 10,0 of 0,0 of 0,0 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/dc9b52352dca15ef
1,1,Marvin Eastman,0,8 of 39,20%,9 of 40,0 of 0,---,0,0,0:00,8 of 39,3 of 33,0 of 0,5 of 6,7 of 36,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/dc9b52352dca15ef
2,2,Travis Lutter,1,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:02,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/dc9b52352dca15ef
3,2,Marvin Eastman,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,2 of 6,0 of 4,0 of 0,2 of 2,2 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/dc9b52352dca15ef
0,1,Randy Couture,0,14 of 25,56%,29 of 40,1 of 2,50%,0,0,4:33,14 of 25,7 of 13,2 of 4,5 of 8,0 of 2,10 of 18,4 of 5,http://www.ufcstats.com/fight-details/977e56ada4acc596
1,1,Vitor Belfort,0,2 of 3,66%,3 of 4,0 of 0,---,0,0,0:01,2 of 3,0 of 1,2 of 2,0 of 0,0 of 1,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/977e56ada4acc596
2,2,Randy Couture,0,16 of 19,84%,53 of 57,1 of 2,50%,0,0,4:47,16 of 19,13 of 16,1 of 1,2 of 2,1 of 2,6 of 7,9 of 10,http://www.ufcstats.com/fight-details/977e56ada4acc596
3,2,Vitor Belfort,0,1 of 2,50%,5 of 6,0 of 0,---,1,0,0:00,1 of 2,1 of 2,0 of 0,0 of 0,0 of 1,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/977e56ada4acc596
4,3,Randy Couture,0,20 of 27,74%,49 of 57,0 of 0,---,0,0,4:46,20 of 27,20 of 27,0 of 0,0 of 0,0 of 0,0 of 0,20 of 27,http://www.ufcstats.com/fight-details/977e56ada4acc596
5,3,Vitor Belfort,0,0 of 1,0%,2 of 3,0 of 0,---,1,0,0:00,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/977e56ada4acc596
0,1,Joe Riggs,0,5 of 18,27%,11 of 24,1 of 2,50%,0,1,2:57,5 of 18,2 of 14,1 of 2,2 of 2,1 of 2,2 of 3,2 of 13,http://www.ufcstats.com/fight-details/719f21fdb310fcfb
1,1,Joe Doerksen,0,5 of 6,83%,9 of 11,2 of 5,40%,0,1,0:44,5 of 6,2 of 3,1 of 1,2 of 2,3 of 4,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/719f21fdb310fcfb
2,2,Joe Riggs,0,24 of 37,64%,33 of 47,1 of 1,100%,0,0,3:07,24 of 37,22 of 35,2 of 2,0 of 0,1 of 5,0 of 0,23 of 32,http://www.ufcstats.com/fight-details/719f21fdb310fcfb
3,2,Joe Doerksen,0,1 of 1,100%,13 of 13,0 of 2,0%,0,0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/719f21fdb310fcfb
0,1,Chuck Liddell,2,31 of 68,45%,51 of 88,1 of 1,100%,0,0,1:31,31 of 68,27 of 64,3 of 3,1 of 1,9 of 26,5 of 11,17 of 31,http://www.ufcstats.com/fight-details/ebd51f898209c4c8
1,1,Vernon White,0,13 of 37,35%,13 of 37,0 of 1,0%,0,0,0:00,13 of 37,9 of 32,2 of 3,2 of 2,11 of 28,1 of 5,1 of 4,http://www.ufcstats.com/fight-details/ebd51f898209c4c8
0,1,David Terrell,1,5 of 7,71%,5 of 7,0 of 0,---,0,0,0:08,5 of 7,5 of 7,0 of 0,0 of 0,1 of 2,0 of 0,4 of 5,http://www.ufcstats.com/fight-details/6e2254b4fd39ce40
1,1,Matt Lindland,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6e2254b4fd39ce40
0,1,Justin Eilers,1,4 of 9,44%,5 of 10,0 of 1,0%,0,0,0:01,4 of 9,4 of 8,0 of 1,0 of 0,1 of 6,2 of 2,1 of 1,http://www.ufcstats.com/fight-details/c74eef9b337602c6
1,1,Mike Kyle,0,7 of 16,43%,7 of 16,0 of 0,---,0,0,0:00,7 of 16,1 of 10,5 of 5,1 of 1,0 of 7,7 of 9,0 of 0,http://www.ufcstats.com/fight-details/c74eef9b337602c6
0,1,Chris Lytle,1,9 of 15,60%,35 of 49,0 of 0,---,1,1,4:08,9 of 15,7 of 13,2 of 2,0 of 0,4 of 6,0 of 0,5 of 9,http://www.ufcstats.com/fight-details/5db23cc876db1619
1,1,Ronald Jhun,0,4 of 8,50%,16 of 21,1 of 1,100%,0,0,0:04,4 of 8,1 of 3,1 of 2,2 of 3,4 of 8,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/5db23cc876db1619
2,2,Chris Lytle,0,3 of 10,30%,3 of 10,0 of 1,0%,1,0,0:12,3 of 10,1 of 7,1 of 2,1 of 1,2 of 8,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/5db23cc876db1619
3,2,Ronald Jhun,0,4 of 8,50%,4 of 8,0 of 0,---,0,0,0:19,4 of 8,0 of 2,2 of 3,2 of 3,1 of 4,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/5db23cc876db1619
0,1,Karo Parisyan,0,8 of 30,26%,17 of 39,2 of 3,66%,0,0,3:18,8 of 30,7 of 29,1 of 1,0 of 0,3 of 13,1 of 2,4 of 15,http://www.ufcstats.com/fight-details/6996eb7755709945
1,1,Nick Diaz,0,11 of 26,42%,27 of 44,1 of 1,100%,1,0,0:16,11 of 26,10 of 22,1 of 4,0 of 0,5 of 15,5 of 8,1 of 3,http://www.ufcstats.com/fight-details/6996eb7755709945
2,2,Karo Parisyan,0,11 of 26,42%,11 of 26,2 of 5,40%,0,0,0:33,11 of 26,9 of 24,1 of 1,1 of 1,6 of 18,5 of 8,0 of 0,http://www.ufcstats.com/fight-details/6996eb7755709945
3,2,Nick Diaz,0,23 of 58,39%,47 of 83,0 of 0,---,0,1,1:02,23 of 58,13 of 45,9 of 12,1 of 1,18 of 51,5 of 7,0 of 0,http://www.ufcstats.com/fight-details/6996eb7755709945
4,3,Karo Parisyan,0,8 of 23,34%,20 of 39,5 of 7,71%,0,0,3:03,8 of 23,7 of 22,0 of 0,1 of 1,3 of 7,1 of 6,4 of 10,http://www.ufcstats.com/fight-details/6996eb7755709945
5,3,Nick Diaz,0,3 of 18,16%,47 of 62,0 of 1,0%,1,0,0:00,3 of 18,3 of 16,0 of 2,0 of 0,2 of 16,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/6996eb7755709945
0,1,Yves Edwards,1,16 of 21,76%,24 of 30,0 of 1,0%,0,0,0:40,16 of 21,10 of 15,1 of 1,5 of 5,1 of 3,8 of 11,7 of 7,http://www.ufcstats.com/fight-details/c9c5b2507c6be9e3
1,1,Josh Thomson,0,13 of 22,59%,33 of 43,2 of 3,66%,0,0,1:37,13 of 22,2 of 7,4 of 6,7 of 9,7 of 13,6 of 8,0 of 1,http://www.ufcstats.com/fight-details/c9c5b2507c6be9e3
0,1,Ken Shamrock,1,12 of 15,80%,14 of 17,0 of 0,---,0,0,0:09,12 of 15,3 of 6,9 of 9,0 of 0,0 of 1,11 of 13,1 of 1,http://www.ufcstats.com/fight-details/66eaf9f4a2cd67d8
1,1,Kimo Leopoldo,0,4 of 5,80%,4 of 6,0 of 0,---,0,0,0:06,4 of 5,2 of 3,2 of 2,0 of 0,2 of 3,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/66eaf9f4a2cd67d8
0,1,Frank Trigg,0,20 of 41,48%,34 of 56,0 of 0,---,0,0,3:20,20 of 41,20 of 40,0 of 1,0 of 0,1 of 11,0 of 0,19 of 30,http://www.ufcstats.com/fight-details/1201d192092baacf
1,1,Dennis Hallman,0,1 of 6,16%,14 of 19,0 of 1,0%,2,0,0:00,1 of 6,0 of 4,0 of 1,1 of 1,1 of 5,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/1201d192092baacf
0,1,Frank Mir,0,3 of 3,100%,3 of 3,0 of 0,---,1,0,0:00,3 of 3,0 of 0,0 of 0,3 of 3,3 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/dffef4343e822399
1,1,Tim Sylvia,0,2 of 5,40%,2 of 5,1 of 1,100%,0,0,0:29,2 of 5,1 of 4,1 of 1,0 of 0,1 of 4,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/dffef4343e822399
0,1,Matt Hughes,0,2 of 8,25%,6 of 13,1 of 2,50%,0,1,4:39,2 of 8,1 of 7,1 of 1,0 of 0,0 of 0,0 of 0,2 of 8,http://www.ufcstats.com/fight-details/5261874c58322b46
1,1,Renato Verissimo,0,2 of 3,66%,15 of 17,0 of 0,---,2,1,0:10,2 of 3,0 of 1,2 of 2,0 of 0,0 of 0,2 of 2,0 of 1,http://www.ufcstats.com/fight-details/5261874c58322b46
2,2,Matt Hughes,0,3 of 6,50%,3 of 7,1 of 2,50%,0,0,4:34,3 of 6,2 of 5,1 of 1,0 of 0,1 of 1,0 of 0,2 of 5,http://www.ufcstats.com/fight-details/5261874c58322b46
3,2,Renato Verissimo,0,4 of 6,66%,24 of 26,0 of 0,---,1,0,0:02,4 of 6,4 of 5,0 of 1,0 of 0,0 of 2,0 of 0,4 of 4,http://www.ufcstats.com/fight-details/5261874c58322b46
4,3,Matt Hughes,0,6 of 9,66%,8 of 11,1 of 2,50%,1,0,4:16,6 of 9,3 of 5,3 of 4,0 of 0,1 of 2,2 of 3,3 of 4,http://www.ufcstats.com/fight-details/5261874c58322b46
5,3,Renato Verissimo,0,1 of 4,25%,48 of 52,0 of 0,---,1,0,0:00,1 of 4,1 of 4,0 of 0,0 of 0,0 of 3,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/5261874c58322b46
0,1,Evan Tanner,0,17 of 23,73%,29 of 35,2 of 5,40%,0,0,2:07,17 of 23,9 of 15,7 of 7,1 of 1,2 of 8,11 of 11,4 of 4,http://www.ufcstats.com/fight-details/7014356795515aea
1,1,Phil Baroni,0,6 of 21,28%,24 of 39,0 of 1,0%,0,0,0:00,6 of 21,3 of 18,3 of 3,0 of 0,1 of 14,5 of 7,0 of 0,http://www.ufcstats.com/fight-details/7014356795515aea
2,2,Evan Tanner,0,35 of 47,74%,55 of 68,2 of 2,100%,0,0,2:07,35 of 47,27 of 37,7 of 9,1 of 1,25 of 35,7 of 9,3 of 3,http://www.ufcstats.com/fight-details/7014356795515aea
3,2,Phil Baroni,0,4 of 13,30%,10 of 19,0 of 0,---,0,0,0:00,4 of 13,3 of 12,1 of 1,0 of 0,3 of 10,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/7014356795515aea
4,3,Evan Tanner,0,21 of 32,65%,34 of 45,1 of 5,20%,0,0,1:51,21 of 32,19 of 30,1 of 1,1 of 1,12 of 20,1 of 1,8 of 11,http://www.ufcstats.com/fight-details/7014356795515aea
5,3,Phil Baroni,0,13 of 33,39%,26 of 46,0 of 0,---,0,0,0:03,13 of 33,10 of 30,2 of 2,1 of 1,12 of 32,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/7014356795515aea
0,1,Matt Serra,0,3 of 11,27%,9 of 19,3 of 4,75%,0,0,4:25,3 of 11,2 of 9,1 of 2,0 of 0,0 of 1,1 of 2,2 of 8,http://www.ufcstats.com/fight-details/41222c4fab03d6f8
1,1,Ivan Menjivar,0,5 of 7,71%,15 of 17,0 of 2,0%,0,0,0:07,5 of 7,1 of 2,4 of 5,0 of 0,0 of 1,4 of 5,1 of 1,http://www.ufcstats.com/fight-details/41222c4fab03d6f8
2,2,Matt Serra,0,2 of 10,20%,29 of 43,2 of 2,100%,0,0,4:34,2 of 10,1 of 9,1 of 1,0 of 0,1 of 1,0 of 0,1 of 9,http://www.ufcstats.com/fight-details/41222c4fab03d6f8
3,2,Ivan Menjivar,0,0 of 2,0%,18 of 21,0 of 0,---,1,0,0:00,0 of 2,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/41222c4fab03d6f8
4,3,Matt Serra,0,9 of 19,47%,29 of 46,1 of 1,100%,0,0,4:19,9 of 19,6 of 15,3 of 4,0 of 0,1 of 2,1 of 1,7 of 16,http://www.ufcstats.com/fight-details/41222c4fab03d6f8
5,3,Ivan Menjivar,0,3 of 7,42%,26 of 30,0 of 0,---,1,0,0:00,3 of 7,2 of 6,1 of 1,0 of 0,1 of 5,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/41222c4fab03d6f8
0,1,Georges St-Pierre,2,24 of 33,72%,37 of 46,0 of 1,0%,0,0,0:21,24 of 33,22 of 31,2 of 2,0 of 0,13 of 16,2 of 3,9 of 14,http://www.ufcstats.com/fight-details/a40e421630b67e5c
1,1,Jay Hieron,0,5 of 9,55%,5 of 9,0 of 3,0%,0,0,0:06,5 of 9,1 of 5,2 of 2,2 of 2,4 of 8,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/a40e421630b67e5c
0,1,Trevor Prangley,0,12 of 18,66%,43 of 55,1 of 2,50%,0,0,4:20,12 of 18,2 of 8,10 of 10,0 of 0,0 of 1,0 of 0,12 of 17,http://www.ufcstats.com/fight-details/5cbd93c68225a845
1,1,Curtis Stout,0,3 of 5,60%,20 of 24,0 of 0,---,0,0,0:04,3 of 5,0 of 2,2 of 2,1 of 1,2 of 3,0 of 0,1 of 2,http://www.ufcstats.com/fight-details/5cbd93c68225a845
2,2,Trevor Prangley,0,0 of 0,---,2 of 2,1 of 2,50%,2,0,0:49,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/5cbd93c68225a845
3,2,Curtis Stout,0,2 of 2,100%,3 of 3,0 of 0,---,0,0,0:00,2 of 2,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/5cbd93c68225a845
0,1,Chuck Liddell,0,14 of 48,29%,14 of 48,0 of 0,---,0,0,0:00,14 of 48,13 of 46,1 of 2,0 of 0,14 of 48,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2dbd0bc3e61ca00b
1,1,Tito Ortiz,0,9 of 27,33%,9 of 27,0 of 2,0%,0,0,0:00,9 of 27,4 of 21,0 of 0,5 of 6,9 of 27,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2dbd0bc3e61ca00b
2,2,Chuck Liddell,1,9 of 17,52%,9 of 17,0 of 0,---,0,0,0:01,9 of 17,9 of 17,0 of 0,0 of 0,9 of 17,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2dbd0bc3e61ca00b
3,2,Tito Ortiz,0,4 of 5,80%,4 of 5,0 of 0,---,0,0,0:00,4 of 5,3 of 4,0 of 0,1 of 1,4 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2dbd0bc3e61ca00b
0,1,Chris Lytle,0,23 of 56,41%,30 of 63,1 of 2,50%,0,0,0:11,23 of 56,14 of 42,5 of 9,4 of 5,14 of 46,9 of 10,0 of 0,http://www.ufcstats.com/fight-details/eecbc6c850e62d97
1,1,Tiki Ghosn,0,21 of 35,60%,26 of 40,0 of 0,---,0,0,0:27,21 of 35,7 of 16,7 of 10,7 of 9,10 of 19,11 of 16,0 of 0,http://www.ufcstats.com/fight-details/eecbc6c850e62d97
2,2,Chris Lytle,0,11 of 24,45%,20 of 33,1 of 1,100%,1,0,0:38,11 of 24,8 of 20,2 of 3,1 of 1,7 of 19,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/eecbc6c850e62d97
3,2,Tiki Ghosn,0,6 of 14,42%,6 of 14,0 of 0,---,0,0,0:00,6 of 14,2 of 8,3 of 4,1 of 2,5 of 9,1 of 5,0 of 0,http://www.ufcstats.com/fight-details/eecbc6c850e62d97
0,1,Yves Edwards,0,9 of 16,56%,17 of 26,0 of 0,---,0,0,1:26,9 of 16,6 of 13,0 of 0,3 of 3,6 of 8,0 of 0,3 of 8,http://www.ufcstats.com/fight-details/268f0fcc45e1a6fe
1,1,Hermes Franca,0,4 of 19,21%,15 of 31,2 of 3,66%,0,0,0:28,4 of 19,3 of 16,0 of 0,1 of 3,3 of 17,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/268f0fcc45e1a6fe
2,2,Yves Edwards,0,3 of 7,42%,14 of 18,0 of 0,---,0,1,0:45,3 of 7,1 of 4,1 of 1,1 of 2,3 of 6,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/268f0fcc45e1a6fe
3,2,Hermes Franca,0,1 of 11,9%,29 of 40,1 of 2,50%,1,1,2:22,1 of 11,0 of 10,0 of 0,1 of 1,0 of 9,0 of 0,1 of 2,http://www.ufcstats.com/fight-details/268f0fcc45e1a6fe
4,3,Yves Edwards,0,9 of 20,45%,35 of 48,0 of 0,---,1,0,2:40,9 of 20,2 of 12,1 of 1,6 of 7,4 of 9,0 of 1,5 of 10,http://www.ufcstats.com/fight-details/268f0fcc45e1a6fe
5,3,Hermes Franca,0,3 of 14,21%,19 of 33,1 of 5,20%,1,0,0:57,3 of 14,3 of 13,0 of 1,0 of 0,2 of 12,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/268f0fcc45e1a6fe
0,1,Andrei Arlovski,0,36 of 60,60%,36 of 60,0 of 0,---,0,0,0:00,36 of 60,27 of 47,2 of 2,7 of 11,24 of 43,12 of 17,0 of 0,http://www.ufcstats.com/fight-details/0f23c5569204a69b
1,1,Wesley Correira,0,3 of 21,14%,3 of 21,0 of 0,---,0,0,0:00,3 of 21,2 of 18,0 of 0,1 of 3,2 of 16,1 of 5,0 of 0,http://www.ufcstats.com/fight-details/0f23c5569204a69b
2,2,Andrei Arlovski,1,15 of 23,65%,15 of 23,0 of 0,---,0,0,0:06,15 of 23,14 of 21,0 of 0,1 of 2,7 of 9,8 of 14,0 of 0,http://www.ufcstats.com/fight-details/0f23c5569204a69b
